gng,maiden_artoria patch,gngmaiden (Ghosts'n Goblins - Maiden Artoria Edition World? 1),knight_artoria patch,gngknight  (Ghosts'n Goblins - Knight Artoria Edition World? 1)
capsom_m5m23256p_p_61710g_mjg_12.4n,capsom_m5m23256p_p_61710g_mjg_12m.bps,capsom_m5m23256p_p_61710g_mjg_12m.4n,capsom_m5m23256p_p_61710g_mjg_12k.bps,capsom_m5m23256p_p_61710g_mjg_12k.4n
capsom_m5m23256p_p_620108_mjg_11.3n,capsom_m5m23256p_p_620108_mjg_11m.bps,capsom_m5m23256p_p_620108_mjg_11m.3n,capsom_m5m23256p_p_620108_mjg_11k.bps,capsom_m5m23256p_p_620108_mjg_11k.3n
capsom_m5m23256p_p_62410p_mjg_10.4l,capsom_m5m23256p_p_62410p_mjg_10m.bps,capsom_m5m23256p_p_62410p_mjg_10m.4l,capsom_m5m23256p_p_62410p_mjg_10k.bps,capsom_m5m23256p_p_62410p_mjg_10k.4l
capsom_m5m23256p_p_61710g_mjg_09.3l,capsom_m5m23256p_p_61710g_mjg_09m.bps,capsom_m5m23256p_p_61710g_mjg_09m.3l,capsom_m5m23256p_p_61710g_mjg_09k.bps,capsom_m5m23256p_p_61710g_mjg_09k.3l
m-02_63s141.14k,,m-02_63s141.14k,,m-02_63s141.14k
m-01_63s141.2e,,m-01_63s141.2e,,m-01_63s141.2e
gg-pal10l8.bin,,gg-pal10l8.bin,,gg-pal10l8.bin
,,,,
gngb,maiden_artoria patch,gngmaidenb (Ghosts'n Goblins - Maiden Artoria Edition World? 3),knight_artoria patch,gngknightb (Ghosts'n Goblins - Knight Artoria Edition World? 3)
gg4.bin,gg4maiden.bps,gg4maiden.bin,gg4knight.bps,gg4knight.bin
gg3.bin,gg3maiden.bps,gg3maiden.bin,gg3knight.bps,gg3knight.bin
gg5.bin,gg5maiden.bps,gg5maiden.bin,gg5knight.bps,gg5knight.bin
gg2.bin,,gg2.bin,,gg2.bin
gg1.bin,gg1maiden.bps,gg1maiden.bin,gg1knight.bps,gg1knight.bin
gg11.bin,,gg11.bin,,gg11.bin
gg10.bin,,gg10.bin,,gg10.bin
gg9.bin,,gg9.bin,,gg9.bin
gg8.bin,,gg8.bin,,gg8.bin
gg7.bin,,gg7.bin,,gg7.bin
gg6.bin,,gg6.bin,,gg6.bin
gg17.bin,gg17maiden.bps,gg17maiden.bin,gg17knight.bps,gg17knight.bin
gg16.bin,gg16maiden.bps,gg16maiden.bin,gg16knight.bps,gg16knight.bin
gg15.bin,gg15maiden.bps,gg15maiden.bin,gg15knight.bps,gg15knight.bin
gg14.bin,gg14maiden.bps,gg14maiden.bin,gg14knight.bps,gg14knight.bin
gg13.bin,gg13maiden.bps,gg13maiden.bin,gg13knight.bps,gg13knight.bin
gg12.bin,gg12maiden.bps,gg12maiden.bin,gg12knight.bps,gg12knight.bin
tbp24s10.14k,,tbp24s10.14k,,tbp24s10.14k
63s141.2e,,63s141.2e,,63s141.2e
gg-pal10l8.bin,,gg-pal10l8.bin,,gg-pal10l8.bin
,,,,
,,,,
gngc,maiden_artoria patch,gngmaidenc (Ghosts'n Goblins - Maiden Artoria Edition World? 4),knight_artoria patch,gngknightc (Ghosts'n Goblins - Knight Artoria Edition World? 4)
gng.n10,gngmaiden.n10.bps,gngmaiden.n10,gngknight.n10.bps,gngknight.n10
gng.n9,gngmaiden.n9.bps,gngmaiden.n9,gngknight.n9.bps,gngknight.n9
gng.n8,,gng.n8,,gng.n8
gng.n13,,gng.n13,,gng.n13
gng.n12,gngmaiden.n12.bps,gngmaiden.n12,gngknight.n12.bps,gngknight.n12
gg2.bin,,gg2.bin,,gg2.bin
gg1.bin,gg1maiden.bps,gg1maiden.bin,gg1knight.bps,gg1knight.bin
gg11.bin,,gg11.bin,,gg11.bin
gg10.bin,,gg10.bin,,gg10.bin
gg9.bin,,gg9.bin,,gg9.bin
gg8.bin,,gg8.bin,,gg8.bin
gg7.bin,,gg7.bin,,gg7.bin
gg6.bin,,gg6.bin,,gg6.bin
gg17.bin,gg17maiden.bps,gg17maiden.bin,gg17knight.bps,gg17knight.bin
gg16.bin,gg16maiden.bps,gg16maiden.bin,gg16knight.bps,gg16knight.bin
gg15.bin,gg15maiden.bps,gg15maiden.bin,gg15knight.bps,gg15knight.bin
gg14.bin,gg14maiden.bps,gg14maiden.bin,gg14knight.bps,gg14knight.bin
gg13.bin,gg13maiden.bps,gg13maiden.bin,gg13knight.bps,gg13knight.bin
gg12.bin,gg12maiden.bps,gg12maiden.bin,gg12knight.bps,gg12knight.bin
tbp24s10.14k,,tbp24s10.14k,,tbp24s10.14k
63s141.2e,,63s141.2e,,63s141.2e
,,,,
gngt,maiden_artoria patch,gngmaident (Ghosts'n Goblins - Maiden Artoria Edition (US)),knight_artoria patch,gngknightt (Ghosts'n Goblins - Knight Artoria Edition (US))
mmt04d.10n,mmt04dmaiden.10n.bps,mmt04dmaiden.10n,mmt04dknight.10n.bps,mmt04dknight.10n
mmt03d.8n,mmt03dmaiden.8n.bps,mmt03dmaiden.8n,mmt03dknight.8n.bps,mmt03dknight.8n
mmt05d.13n,mmt05dmaiden.13n.bps,mmt05dmaiden.13n,mmt05dknight.13n.bps,mmt05dknight.13n
mm02.14h,,mm02.14h,,mm02.14h
mm01.11e,gg1maiden.bps,mm01maiden.11e,gg1knight.bps,mm01knight.11e
mm11.3e,,mm11.3e,,mm11.3e
mm10.1e,,mm10.1e,,mm10.1e
mm09.3c,,mm09.3c,,mm09.3c
mm08.1c,,mm08.1c,,mm08.1c
mm07.3b,,mm07.3b,,mm07.3b
mm06.1b,,mm06.1b,,mm06.1b
mm17.4n,gg17maiden.bps,mm17maiden.4n,gg17knight.bps,mm17knight.4n
mm16.3n,gg16maiden.bps,mm16maiden.3n,gg16knight.bps,mm16knight.3n
mm15.1n,gg15maiden.bps,mm15maiden.1n,gg15knight.bps,mm15knight.1n
mm14.4l,gg14maiden.bps,mm14maiden.4l,gg14knight.bps,mm14knight.4l
mm13.3l,gg13maiden.bps,mm13maiden.3l,gg13knight.bps,mm13knight.3l
mm12.1l,gg12maiden.bps,mm12maiden.1l,gg12knight.bps,mm12knight.1l
m-02.14k,,m-02.14k,,m-02.14k
m-01.2e,,m-01.2e,,m-01.2e
,,,,
makaimur,maiden_artoria patch,makmaiden (Makaimura - Maiden Artoria Edition),knight_artoria patch,makknight (Makaimura - Knight Artoria Edition)
10n.rom,10nmaiden.bps,10nmaiden.rom,10nknight.bps,10nknight.rom
8n.rom,8nmaiden.bps,8nmaiden.rom,8nknight.bps,8nknight.rom
12n.rom,12nmaiden.bps,12nmaiden.rom,12nknight.bps,12nknight.rom
gg2.bin,,gg2.bin,,gg2.bin
gg1.bin,gg1maiden.bps,gg1maiden.bin,gg1knight.bps,gg1knight.bin
gg11.bin,,gg11.bin,,gg11.bin
gg10.bin,,gg10.bin,,gg10.bin
gg9.bin,,gg9.bin,,gg9.bin
gg8.bin,,gg8.bin,,gg8.bin
gg7.bin,,gg7.bin,,gg7.bin
gg6.bin,,gg6.bin,,gg6.bin
gng13.n4,gng13maiden.bps,gng13maiden.n4,gng13knight.bps,gng13knight.n4
gg16.bin,gg16maiden.bps,gg16maiden.bin,gg16knight.bps,gg16knight.bin
gg15.bin,gg15maiden.bps,gg15maiden.bin,gg15knight.bps,gg15knight.bin
gng16.l4,gng16maiden.bps,gng16maiden.l4,gng16knight.bps,gng16knight.l4
gg13.bin,gg13maiden.bps,gg13maiden.bin,gg13knight.bps,gg13knight.bin
gg12.bin,gg12maiden.bps,gg12maiden.bin,gg12knight.bps,gg12knight.bin
tbp24s10.14k,,tbp24s10.14k,,tbp24s10.14k
63s141.2e,,63s141.2e,,63s141.2e
,,,,
makaimurb,maiden_artoria patch,makmaidenb (Makaimura - Maiden Artoria Edition (Japan revision B)),knight_artoria patch,makknightb (Makaimura - Knight Artoria Edition (Japan revision B))
mj04b.10n,mj04bmaiden.10n.bps,mj04bmaiden.10n,mj04bknight.10n.bps,mj04bknight.10n
mj03b.8n,mj03bmaiden.8n.bps,mj03bmaiden.8n,mj03bknight.8n.bps,mj03bknight.8n
mj05b.12n,mj05bmaiden.12n.bps,mj05bmaiden.12n,mj05bknight.12n.bps,mj05bknight.12n
mm02.14h,,mm02.14h,,mm02.14h
mj01.11e,mj01maiden.11e.bps,mj01maiden.11e,mj01knight.11e.bps,mj01knight.11e
mm11.3e,,mm11.3e,,mm11.3e
mm10.1e,,mm10.1e,,mm10.1e
mm09.3c,,mm09.3c,,mm09.3c
mm08.1c,,mm08.1c,,mm08.1c
mm07.3b,,mm07.3b,,mm07.3b
mm06.1b,,mm06.1b,,mm06.1b
mj17.4n,gng13maiden.bps,mj17maiden.4n,gng13knight.bps,mj17knight.4n
mj16.3n,gg16maiden.bps,mj16maiden.3n,gg16knight.bps,mj16knight.3n
mj15.1n,gg15maiden.bps,mj15maiden.1n,gg15knight.bps,mj15knight.1n
mj14.4l,gng16maiden.bps,mj14maiden.4l,gng16knight.bps,mj14knight.4l
mj13.3l,gg13maiden.bps,mj13maiden.3l,gg13knight.bps,mj13knight.3l
mj12.1l,gg12maiden.bps,mj12maiden.1l,gg12knight.bps,mj12knight.1l
tbp24s10.14k,,tbp24s10.14k,,tbp24s10.14k
63s141.2e,,63s141.2e,,63s141.2e
,,,,
makaimurc,maiden_artoria patch,makmaidenc (Makaimura - Maiden Artoria Edition (Japan revision C)),knight_artoria patch,makknightc (Makaimura - Knight Artoria Edition (Japan revision C))
mj04c.bin,mj04cmaiden.bps,mj04cmaiden.bin,mj04cknight.bps,mj04cknight.bin
mj03c.bin,mj03cmaiden.bps,mj03cmaiden.bin,mj03cknight.bps,mj03cknight.bin
mj05c.bin,mj05cmaiden.bps,mj05cmaiden.bin,mj05cknight.bps,mj05cknight.bin
gg2.bin,,gg2.bin,,gg2.bin
gg1.bin,gg1maiden.bps,gg1maiden.bin,gg1knight.bps,gg1knight.bin
gg11.bin,,gg11.bin,,gg11.bin
gg10.bin,,gg10.bin,,gg10.bin
gg9.bin,,gg9.bin,,gg9.bin
gg8.bin,,gg8.bin,,gg8.bin
gg7.bin,,gg7.bin,,gg7.bin
gg6.bin,,gg6.bin,,gg6.bin
gng13.n4,gng13maiden.bps,gng13maiden.n4,gng13knight.bps,gng13knight.n4
gg16.bin,gg16maiden.bps,gg16maiden.bin,gg16knight.bps,gg16knight.bin
gg15.bin,gg15maiden.bps,gg15maiden.bin,gg15knight.bps,gg15knight.bin
gng16.l4,gng16maiden.bps,gng16maiden.l4,gng16knight.bps,gng16knight.l4
gg13.bin,gg13maiden.bps,gg13maiden.bin,gg13knight.bps,gg13knight.bin
gg12.bin,gg12maiden.bps,gg12maiden.bin,gg12knight.bps,gg12knight.bin
tbp24s10.14k,,tbp24s10.14k,,tbp24s10.14k
63s141.2e,,63s141.2e,,63s141.2e
,,,,
makaimurg,maiden_artoria patch,makmaideng (Makaimura - Maiden Artoria Edition (Japan revision G)),knight_artoria patch,makknightg (Makaimura - Knight Artoria Edition (Japan revision G))
mj04g.bin,mj04gmaiden.bps,mj04gmaiden.bin,mj04gknight.bps,mj04gknight.bin
mj03g.bin,mj03gmaiden.bps,mj03gmaiden.bin,mj03gknight.bps,mj03gknight.bin
mj05g.bin,mj05gmaiden.bps,mj05gmaiden.bin,mj05gknight.bps,mj05gknight.bin
gg2.bin,,gg2.bin,,gg2.bin
gg1.bin,gg1maiden.bps,gg1maiden.bin,gg1knight.bps,gg1knight.bin
gg11.bin,,gg11.bin,,gg11.bin
gg10.bin,,gg10.bin,,gg10.bin
gg9.bin,,gg9.bin,,gg9.bin
gg8.bin,,gg8.bin,,gg8.bin
gg7.bin,,gg7.bin,,gg7.bin
gg6.bin,,gg6.bin,,gg6.bin
gng13.n4,gng13maiden.bps,gng13maiden.n4,gng13knight.bps,gng13knight.n4
gg16.bin,gg16maiden.bps,gg16maiden.bin,gg16knight.bps,gg16knight.bin
gg15.bin,gg15maiden.bps,gg15maiden.bin,gg15knight.bps,gg15knight.bin
gng16.l4,gng16maiden.bps,gng16maiden.l4,gng16knight.bps,gng16knight.l4
gg13.bin,gg13maiden.bps,gg13maiden.bin,gg13knight.bps,gg13knight.bin
gg12.bin,gg12maiden.bps,gg12maiden.bin,gg12knight.bps,gg12knight.bin
tbp24s10.14k,,tbp24s10.14k,,tbp24s10.14k
63s141.2e,,63s141.2e,,63s141.2e
,,,,
,,,,
gngenh,maiden_artoria patch,gngmaidenenh (Ghosts'n Goblins - Maiden Artoria Edition Enhanced World? 1) [source: gng],knight_artoria patch,gngknightenh  (Ghosts'n Goblins - Knight Artoria Edition Enhanced World? 1) [source: gng]
mm_c_04,mm_c_maiden_04.bps,mm_c_maiden_04,mm_c_knight_04.bps,mm_c_knight_04
mm_c_03,mm_c_maiden_03enh.bps,mm_c_maiden_03enh,mm_c_knight_03enh.bps,mm_c_knight_03enh
mm_c_05,mm_c_maiden_05enh.bps,mm_c_maiden_05enh,mm_c_knight_05enh.bps,mm_c_knight_05enh
gg2.bin,,gg2.bin,,gg2.bin
gg1.bin,gg1maiden.bps,gg1maiden.bin,gg1knight.bps,gg1knight.bin
gg11.bin,,gg11.bin,,gg11.bin
gg10.bin,,gg10.bin,,gg10.bin
gg9.bin,,gg9.bin,,gg9.bin
gg8.bin,,gg8.bin,,gg8.bin
gg7.bin,,gg7.bin,,gg7.bin
gg6.bin,,gg6.bin,,gg6.bin
gg17.bin,gg17maiden.bps,gg17maiden.bin,gg17knight.bps,gg17knight.bin
gg16.bin,gg16maiden.bps,gg16maiden.bin,gg16knight.bps,gg16knight.bin
gg15.bin,gg15maiden.bps,gg15maiden.bin,gg15knight.bps,gg15knight.bin
gg14.bin,gg14maiden.bps,gg14maiden.bin,gg14knight.bps,gg14knight.bin
gg13.bin,gg13maiden.bps,gg13maiden.bin,gg13knight.bps,gg13knight.bin
gg12.bin,gg12maiden.bps,gg12maiden.bin,gg12knight.bps,gg12knight.bin
tbp24s10.14k,,tbp24s10.14k,,tbp24s10.14k
63s141.2e,,63s141.2e,,63s141.2e
gg-pal10l8.bin,,gg-pal10l8.bin,,gg-pal10l8.bin
,,,,
gngaenh,maiden_artoria patch,gngmaidenaenh (Ghosts'n Goblins - Maiden Artoria Edition Enhanced World? 2) [source: gnga],knight_artoria patch,gngknightaenh  (Ghosts'n Goblins - Knight Artoria Edition Enhanced World? 2) [source: gnga]
mjg_04.10n,mjg_04maiden.bps,mjg_04maiden.10n,mjg_04knight.bps,mjg_04knight.10n
mjg_03.8n,mjg_03maidenenh.8n.bps,mjg_03maidenenh.8n,mjg_03knightenh.8n.bps,mjg_03knightenh.8n
mjg_05.12n,mjg_05maidenenh.12n.bps,mjg_05maidenenh.12n,mjg_05knightenh.12n.bps,mjg_05knightenh.12n
capsom_m5m23256p_p_62410p_mjg_02.14h,,capsom_m5m23256p_p_62410p_mjg_02.14h,,capsom_m5m23256p_p_62410p_mjg_02.14h
capsom_m5m23256p_p_616105_mjg_01.11e,capsom_m5m23256p_p_616105_mjg_01m.bps,capsom_m5m23256p_p_616105_mjg_01m.11e,capsom_m5m23256p_p_616105_mjg_01k.bps,capsom_m5m23256p_p_616105_mjg_01k.11e
capsom_m5m23256p_p_616105_mmg_08.3e,,capsom_m5m23256p_p_616105_mmg_08.3e,,capsom_m5m23256p_p_616105_mmg_08.3e
capsom_m5m23256p_p_61710z_mmg_07.3c,,capsom_m5m23256p_p_61710z_mmg_07.3c,,capsom_m5m23256p_p_61710z_mmg_07.3c
capsom_m5m23256p_p_616105_mmg_06.3b,,capsom_m5m23256p_p_616105_mmg_06.3b,,capsom_m5m23256p_p_616105_mmg_06.3b
capsom_m5m23256p_p_61710g_mjg_12.4n,capsom_m5m23256p_p_61710g_mjg_12m.bps,capsom_m5m23256p_p_61710g_mjg_12m.4n,capsom_m5m23256p_p_61710g_mjg_12k.bps,capsom_m5m23256p_p_61710g_mjg_12k.4n
capsom_m5m23256p_p_620108_mjg_11.3n,capsom_m5m23256p_p_620108_mjg_11m.bps,capsom_m5m23256p_p_620108_mjg_11m.3n,capsom_m5m23256p_p_620108_mjg_11k.bps,capsom_m5m23256p_p_620108_mjg_11k.3n
capsom_m5m23256p_p_62410p_mjg_10.4l,capsom_m5m23256p_p_62410p_mjg_10m.bps,capsom_m5m23256p_p_62410p_mjg_10m.4l,capsom_m5m23256p_p_62410p_mjg_10k.bps,capsom_m5m23256p_p_62410p_mjg_10k.4l
capsom_m5m23256p_p_61710g_mjg_09.3l,capsom_m5m23256p_p_61710g_mjg_09m.bps,capsom_m5m23256p_p_61710g_mjg_09m.3l,capsom_m5m23256p_p_61710g_mjg_09k.bps,capsom_m5m23256p_p_61710g_mjg_09k.3l
m-02_63s141.14k,,m-02_63s141.14k,,m-02_63s141.14k
m-01_63s141.2e,,m-01_63s141.2e,,m-01_63s141.2e
gg-pal10l8.bin,,gg-pal10l8.bin,,gg-pal10l8.bin
,,,,
gngbenh,maiden_artoria patch,gngmaidenbenh (Ghosts'n Goblins - Maiden Artoria Edition Enhanced World? 3) [source: gngb],knight_artoria patch,gngknightbenh (Ghosts'n Goblins - Knight Artoria Edition Enhanced World? 3) [source: gngb]
gg4.bin,gg4maiden.bps,gg4maiden.bin,gg4knight.bps,gg4knight.bin
gg3.bin,gg3maidenenh.bps,gg3maidenenh.bin,gg3knightenh.bps,gg3knightenh.bin
gg5.bin,gg5maidenenh.bps,gg5maidenenh.bin,gg5knightenh.bps,gg5knightenh.bin
gg2.bin,,gg2.bin,,gg2.bin
gg1.bin,gg1maiden.bps,gg1maiden.bin,gg1knight.bps,gg1knight.bin
gg11.bin,,gg11.bin,,gg11.bin
gg10.bin,,gg10.bin,,gg10.bin
gg9.bin,,gg9.bin,,gg9.bin
gg8.bin,,gg8.bin,,gg8.bin
gg7.bin,,gg7.bin,,gg7.bin
gg6.bin,,gg6.bin,,gg6.bin
gg17.bin,gg17maiden.bps,gg17maiden.bin,gg17knight.bps,gg17knight.bin
gg16.bin,gg16maiden.bps,gg16maiden.bin,gg16knight.bps,gg16knight.bin
gg15.bin,gg15maiden.bps,gg15maiden.bin,gg15knight.bps,gg15knight.bin
gg14.bin,gg14maiden.bps,gg14maiden.bin,gg14knight.bps,gg14knight.bin
gg13.bin,gg13maiden.bps,gg13maiden.bin,gg13knight.bps,gg13knight.bin
gg12.bin,gg12maiden.bps,gg12maiden.bin,gg12knight.bps,gg12knight.bin
tbp24s10.14k,,tbp24s10.14k,,tbp24s10.14k
63s141.2e,,63s141.2e,,63s141.2e
gg-pal10l8.bin,,gg-pal10l8.bin,,gg-pal10l8.bin
,,,,
gngcenh,maiden_artoria patch,gngmaidencenh (Ghosts'n Goblins - Maiden Artoria Edition Enhanced World? 4) [source: gngc],knight_artoria patch,gngknightcenh (Ghosts'n Goblins - Knight Artoria Edition Enhanced World? 4) [source: gngc]
gng.n10,gngmaiden.n10.bps,gngmaiden.n10,gngknight.n10.bps,gngknight.n10
gng.n9,gngmaidenenh.n9.bps,gngmaidenenh.n9,gngknightenh.n9.bps,gngknightenh.n9
gng.n8,gngenh.n8.bps,gngenh.n8,gngenh.n8.bps,gngenh.n8
gng.n13,,gng.n13,,gng.n13
gng.n12,gngmaidenenh.n12.bps,gngmaidenenh.n12,gngknightenh.n12.bps,gngknightenh.n12
gg2.bin,,gg2.bin,,gg2.bin
gg1.bin,gg1maiden.bps,gg1maiden.bin,gg1knight.bps,gg1knight.bin
gg11.bin,,gg11.bin,,gg11.bin
gg10.bin,,gg10.bin,,gg10.bin
gg9.bin,,gg9.bin,,gg9.bin
gg8.bin,,gg8.bin,,gg8.bin
gg7.bin,,gg7.bin,,gg7.bin
gg6.bin,,gg6.bin,,gg6.bin
gg17.bin,gg17maiden.bps,gg17maiden.bin,gg17knight.bps,gg17knight.bin
gg16.bin,gg16maiden.bps,gg16maiden.bin,gg16knight.bps,gg16knight.bin
gg15.bin,gg15maiden.bps,gg15maiden.bin,gg15knight.bps,gg15knight.bin
gg14.bin,gg14maiden.bps,gg14maiden.bin,gg14knight.bps,gg14knight.bin
gg13.bin,gg13maiden.bps,gg13maiden.bin,gg13knight.bps,gg13knight.bin
gg12.bin,gg12maiden.bps,gg12maiden.bin,gg12knight.bps,gg12knight.bin
tbp24s10.14k,,tbp24s10.14k,,tbp24s10.14k
63s141.2e,,63s141.2e,,63s141.2e
,,,,
gngtenh,maiden_artoria patch,gngmaidentenh (Ghosts'n Goblins - Maiden Artoria Edition Enhanced (US)) [source: gngt],knight_artoria patch,gngknighttenh (Ghosts'n Goblins - Knight Artoria Edition Enhanced (US)) [source: gngt]
mmt04d.10n,mmt04dmaiden.10n.bps,mmt04dmaiden.10n,mmt04dknight.10n.bps,mmt04dknight.10n
mmt03d.8n,mmt03dmaidenenh.8n.bps,mmt03dmaidenenh.8n,mmt03dknightenh.8n.bps,mmt03dknightenh.8n
mmt05d.13n,mmt05dmaidenenh.13n.bps,mmt05dmaidenenh.13n,mmt05dknightenh.13n.bps,mmt05dknightenh.13n
mm02.14h,,mm02.14h,,mm02.14h
mm01.11e,gg1maiden.bps,mm01maiden.11e,gg1knight.bps,mm01knight.11e
mm11.3e,,mm11.3e,,mm11.3e
mm10.1e,,mm10.1e,,mm10.1e
mm09.3c,,mm09.3c,,mm09.3c
mm08.1c,,mm08.1c,,mm08.1c
mm07.3b,,mm07.3b,,mm07.3b
mm06.1b,,mm06.1b,,mm06.1b
mm17.4n,gg17maiden.bps,mm17maiden.4n,gg17knight.bps,mm17knight.4n
mm16.3n,gg16maiden.bps,mm16maiden.3n,gg16knight.bps,mm16knight.3n
mm15.1n,gg15maiden.bps,mm15maiden.1n,gg15knight.bps,mm15knight.1n
mm14.4l,gg14maiden.bps,mm14maiden.4l,gg14knight.bps,mm14knight.4l
mm13.3l,gg13maiden.bps,mm13maiden.3l,gg13knight.bps,mm13knight.3l
mm12.1l,gg12maiden.bps,mm12maiden.1l,gg12knight.bps,mm12knight.1l
m-02.14k,,m-02.14k,,m-02.14k
m-01.2e,,m-01.2e,,m-01.2e
,,,,
makaimurenh,maiden_artoria patch,makmaidenenh (Makaimura - Maiden Artoria Edition Enhanced) [source: makaimur],knight_artoria patch,makknightenh (Makaimura - Knight Artoria Edition Enhanced) [source: makaimur]
10n.rom,10nmaiden.bps,10nmaiden.rom,10nknight.bps,10nknight.rom
8n.rom,8nmaidenenh.rom.bps,8nmaidenenh.rom,8nknightenh.rom.bps,8nknightenh.rom
12n.rom,12nmaidenenh.rom.bps,12nmaidenenh.rom,12nknightenh.rom.bps,12nknightenh.rom
gg2.bin,,gg2.bin,,gg2.bin
gg1.bin,gg1maiden.bps,gg1maiden.bin,gg1knight.bps,gg1knight.bin
gg11.bin,,gg11.bin,,gg11.bin
gg10.bin,,gg10.bin,,gg10.bin
gg9.bin,,gg9.bin,,gg9.bin
gg8.bin,,gg8.bin,,gg8.bin
gg7.bin,,gg7.bin,,gg7.bin
gg6.bin,,gg6.bin,,gg6.bin
gng13.n4,gng13maiden.bps,gng13maiden.n4,gng13knight.bps,gng13knight.n4
gg16.bin,gg16maiden.bps,gg16maiden.bin,gg16knight.bps,gg16knight.bin
gg15.bin,gg15maiden.bps,gg15maiden.bin,gg15knight.bps,gg15knight.bin
gng16.l4,gng16maiden.bps,gng16maiden.l4,gng16knight.bps,gng16knight.l4
gg13.bin,gg13maiden.bps,gg13maiden.bin,gg13knight.bps,gg13knight.bin
gg12.bin,gg12maiden.bps,gg12maiden.bin,gg12knight.bps,gg12knight.bin
tbp24s10.14k,,tbp24s10.14k,,tbp24s10.14k
63s141.2e,,63s141.2e,,63s141.2e
,,,,
makaimurbenh,maiden_artoria patch,makmaidenbenh (Makaimura - Maiden Artoria Edition Enhanced (Japan revision B)) [source: makaimurb],knight_artoria patch,makknightbenh (Makaimura - Knight Artoria Edition Enhanced (Japan revision B)) [source: makaimurb]
mj04b.10n,mj04bmaiden.10n.bps,mj04bmaiden.10n,mj04bknight.10n.bps,mj04bknight.10n
mj03b.8n,mj03bmaidenenh.8n.bps,mj03bmaidenenh.8n,mj03bknightenh.8n.bps,mj03bknightenh.8n
mj05b.12n,mj05bmaidenenh.12n.bps,mj05bmaidenenh.12n,mj05bknightenh.12n.bps,mj05bknightenh.12n
mm02.14h,,mm02.14h,,mm02.14h
mj01.11e,mj01maiden.11e.bps,mj01maiden.11e,mj01knight.11e.bps,mj01knight.11e
mm11.3e,,mm11.3e,,mm11.3e
mm10.1e,,mm10.1e,,mm10.1e
mm09.3c,,mm09.3c,,mm09.3c
mm08.1c,,mm08.1c,,mm08.1c
mm07.3b,,mm07.3b,,mm07.3b
mm06.1b,,mm06.1b,,mm06.1b
